Mod:Item:MetaData, Localized Name
WarpDrive:blockHull2_slab_lime:8, Lime Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_pink:0, Pink Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_pink:0, Pink Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_pink:2, Pink Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_pink:6, Pink Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_pink:8, Pink Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_gray:0, Gray Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_gray:0, Gray Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_gray:2, Gray Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_gray:6, Gray Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_gray:8, Gray Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_silver:0, Silver Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_silver:0, Silver Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_silver:2, Silver Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_silver:6, Silver Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_silver:8, Silver Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_cyan:0, Cyan Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_cyan:0, Cyan Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_cyan:2, Cyan Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_cyan:6, Cyan Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_cyan:8, Cyan Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_purple:0, Purple Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_purple:0, Purple Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_purple:2, Purple Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_purple:6, Purple Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_purple:8, Purple Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_blue:0, Blue Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_blue:0, Blue Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_blue:2, Blue Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_blue:6, Blue Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_blue:8, Blue Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_brown:0, Brown Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_brown:0, Brown Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_brown:2, Brown Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_brown:6, Brown Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_brown:8, Brown Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_green:0, Green Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_green:0, Green Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_green:2, Green Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_green:6, Green Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_green:8, Green Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_red:0, Red Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_red:0, Red Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_red:2, Red Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_red:6, Red Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_red:8, Red Stained Advanced Hull Slab
WarpDrive:blockHull2_stairs_black:0, Black Stained Advanced Hull Stairs
WarpDrive:blockHull2_slab_black:0, Black Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_black:2, Black Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_black:6, Black Stained Advanced Hull Slab
WarpDrive:blockHull2_slab_black:8, Black Stained Advanced Hull Slab
WarpDrive:blockHull3_plain:0, White Stained Superior Hull
WarpDrive:blockHull3_plain:1, Orange Stained Superior Hull
WarpDrive:blockHull3_plain:2, Magenta Stained Superior Hull
WarpDrive:blockHull3_plain:3, Light Blue Stained Superior Hull
WarpDrive:blockHull3_plain:4, Yellow Stained Superior Hull
WarpDrive:blockHull3_plain:5, Lime Stained Superior Hull
WarpDrive:blockHull3_plain:6, Pink Stained Superior Hull
WarpDrive:blockHull3_plain:7, Gray Stained Superior Hull
WarpDrive:blockHull3_plain:8, Silver Stained Superior Hull
WarpDrive:blockHull3_plain:9, Cyan Stained Superior Hull
WarpDrive:blockHull3_plain:10, Purple Stained Superior Hull
WarpDrive:blockHull3_plain:11, Blue Stained Superior Hull
WarpDrive:blockHull3_plain:12, Brown Stained Superior Hull
WarpDrive:blockHull3_plain:13, Green Stained Superior Hull
WarpDrive:blockHull3_plain:14, Red Stained Superior Hull
WarpDrive:blockHull3_plain:15, Black Stained Superior Hull
WarpDrive:blockHull3_tiled:0, White Stained Superior Hull
WarpDrive:blockHull3_tiled:1, Orange Stained Superior Hull
WarpDrive:blockHull3_tiled:2, Magenta Stained Superior Hull
WarpDrive:blockHull3_tiled:3, Light Blue Stained Superior Hull
WarpDrive:blockHull3_tiled:4, Yellow Stained Superior Hull
WarpDrive:blockHull3_tiled:5, Lime Stained Superior Hull
WarpDrive:blockHull3_tiled:6, Pink Stained Superior Hull
WarpDrive:blockHull3_tiled:7, Gray Stained Superior Hull
WarpDrive:blockHull3_tiled:8, Silver Stained Superior Hull
WarpDrive:blockHull3_tiled:9, Cyan Stained Superior Hull
WarpDrive:blockHull3_tiled:10, Purple Stained Superior Hull
WarpDrive:blockHull3_tiled:11, Blue Stained Superior Hull
WarpDrive:blockHull3_tiled:12, Brown Stained Superior Hull
WarpDrive:blockHull3_tiled:13, Green Stained Superior Hull
WarpDrive:blockHull3_tiled:14, Red Stained Superior Hull
WarpDrive:blockHull3_tiled:15, Black Stained Superior Hull
WarpDrive:blockHull3_glass:0, White Stained Superior Hull Glass
WarpDrive:blockHull3_glass:1, Orange Stained Superior Hull Glass
WarpDrive:blockHull3_glass:2, Magenta Stained Superior Hull Glass
WarpDrive:blockHull3_glass:3, Light Blue Stained Superior Hull Glass
WarpDrive:blockHull3_glass:4, Yellow Stained Superior Hull Glass
WarpDrive:blockHull3_glass:5, Lime Stained Superior Hull Glass
WarpDrive:blockHull3_glass:6, Pink Stained Superior Hull Glass
WarpDrive:blockHull3_glass:7, Gray Stained Superior Hull Glass
WarpDrive:blockHull3_glass:8, Silver Stained Superior Hull Glass
WarpDrive:blockHull3_glass:9, Cyan Stained Superior Hull Glass
WarpDrive:blockHull3_glass:10, Purple Stained Superior Hull Glass
WarpDrive:blockHull3_glass:11, Blue Stained Superior Hull Glass
WarpDrive:blockHull3_glass:12, Brown Stained Superior Hull Glass
WarpDrive:blockHull3_glass:13, Green Stained Superior Hull Glass
WarpDrive:blockHull3_glass:14, Red Stained Superior Hull Glass
WarpDrive:blockHull3_glass:15, Black Stained Superior Hull Glass
WarpDrive:blockHull3_omnipanel:0, White Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:1, Orange Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:2, Magenta Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:3, Light Blue Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:4, Yellow Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:5, Lime Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:6, Pink Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:7, Gray Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:8, Silver Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:9, Cyan Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:10, Purple Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:11, Blue Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:12, Brown Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:13, Green Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:14, Red Stained Superior Hull Omnipanel
WarpDrive:blockHull3_omnipanel:15, Black Stained Superior Hull Omnipanel
WarpDrive:blockHull3_stairs_white:0, White Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_white:0, White Stained Superior Hull Slab
WarpDrive:blockHull3_slab_white:2, White Stained Superior Hull Slab
WarpDrive:blockHull3_slab_white:6, White Stained Superior Hull Slab
WarpDrive:blockHull3_slab_white:8, White Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_orange:0, Orange Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_orange:0, Orange Stained Superior Hull Slab
WarpDrive:blockHull3_slab_orange:2, Orange Stained Superior Hull Slab
WarpDrive:blockHull3_slab_orange:6, Orange Stained Superior Hull Slab
WarpDrive:blockHull3_slab_orange:8, Orange Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_magenta:0, Magenta Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_magenta:0, Magenta Stained Superior Hull Slab
WarpDrive:blockHull3_slab_magenta:2, Magenta Stained Superior Hull Slab
WarpDrive:blockHull3_slab_magenta:6, Magenta Stained Superior Hull Slab
WarpDrive:blockHull3_slab_magenta:8, Magenta Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_lightBlue:0, Light Blue Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_lightBlue:0, Light Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lightBlue:2, Light Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lightBlue:6, Light Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lightBlue:8, Light Blue Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_yellow:0, Yellow Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_yellow:0, Yellow Stained Superior Hull Slab
WarpDrive:blockHull3_slab_yellow:2, Yellow Stained Superior Hull Slab
WarpDrive:blockHull3_slab_yellow:6, Yellow Stained Superior Hull Slab
WarpDrive:blockHull3_slab_yellow:8, Yellow Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_lime:0, Lime Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_lime:0, Lime Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lime:2, Lime Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lime:6, Lime Stained Superior Hull Slab
WarpDrive:blockHull3_slab_lime:8, Lime Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_pink:0, Pink Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_pink:0, Pink Stained Superior Hull Slab
WarpDrive:blockHull3_slab_pink:2, Pink Stained Superior Hull Slab
WarpDrive:blockHull3_slab_pink:6, Pink Stained Superior Hull Slab
WarpDrive:blockHull3_slab_pink:8, Pink Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_gray:0, Gray Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_gray:0, Gray Stained Superior Hull Slab
WarpDrive:blockHull3_slab_gray:2, Gray Stained Superior Hull Slab
WarpDrive:blockHull3_slab_gray:6, Gray Stained Superior Hull Slab
WarpDrive:blockHull3_slab_gray:8, Gray Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_silver:0, Silver Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_silver:0, Silver Stained Superior Hull Slab
WarpDrive:blockHull3_slab_silver:2, Silver Stained Superior Hull Slab
WarpDrive:blockHull3_slab_silver:6, Silver Stained Superior Hull Slab
WarpDrive:blockHull3_slab_silver:8, Silver Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_cyan:0, Cyan Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_cyan:0, Cyan Stained Superior Hull Slab
WarpDrive:blockHull3_slab_cyan:2, Cyan Stained Superior Hull Slab
WarpDrive:blockHull3_slab_cyan:6, Cyan Stained Superior Hull Slab
WarpDrive:blockHull3_slab_cyan:8, Cyan Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_purple:0, Purple Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_purple:0, Purple Stained Superior Hull Slab
WarpDrive:blockHull3_slab_purple:2, Purple Stained Superior Hull Slab
WarpDrive:blockHull3_slab_purple:6, Purple Stained Superior Hull Slab
WarpDrive:blockHull3_slab_purple:8, Purple Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_blue:0, Blue Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_blue:0, Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_blue:2, Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_blue:6, Blue Stained Superior Hull Slab
WarpDrive:blockHull3_slab_blue:8, Blue Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_brown:0, Brown Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_brown:0, Brown Stained Superior Hull Slab
WarpDrive:blockHull3_slab_brown:2, Brown Stained Superior Hull Slab
WarpDrive:blockHull3_slab_brown:6, Brown Stained Superior Hull Slab
WarpDrive:blockHull3_slab_brown:8, Brown Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_green:0, Green Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_green:0, Green Stained Superior Hull Slab
WarpDrive:blockHull3_slab_green:2, Green Stained Superior Hull Slab
WarpDrive:blockHull3_slab_green:6, Green Stained Superior Hull Slab
WarpDrive:blockHull3_slab_green:8, Green Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_red:0, Red Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_red:0, Red Stained Superior Hull Slab
WarpDrive:blockHull3_slab_red:2, Red Stained Superior Hull Slab
WarpDrive:blockHull3_slab_red:6, Red Stained Superior Hull Slab
WarpDrive:blockHull3_slab_red:8, Red Stained Superior Hull Slab
WarpDrive:blockHull3_stairs_black:0, Black Stained Superior Hull Stairs
WarpDrive:blockHull3_slab_black:0, Black Stained Superior Hull Slab
WarpDrive:blockHull3_slab_black:2, Black Stained Superior Hull Slab
WarpDrive:blockHull3_slab_black:6, Black Stained Superior Hull Slab
WarpDrive:blockHull3_slab_black:8, Black Stained Superior Hull Slab
WarpDrive:blockLift, Lift
WarpDrive:blockShipController, Ship Controller
WarpDrive:blockShipCore, Ship Core
WarpDrive:blockTransporterBeacon, Transporter Beacon
WarpDrive:blockTransporterCore, Transporter Core
WarpDrive:blockTransporterContainment, Transporter Containment
WarpDrive:blockTransporterScanner, Transporter Scanner
WarpDrive:blockBedrockGlass, Bedrock Glass
WarpDrive:blockHighlyAdvancedMachine, Highly Advanced Machine Block
WarpDrive:blockIridium, Iridium Block
WarpDrive:blockLaserCamera, Laser + Camera
WarpDrive:blockWeaponController, Weapon Controller
waystones:waystone, Waystone
WitchingGadgets:WG_WallMirror, Mirror on the Wall
WitchingGadgets:WG_VoidWalkway, Void Walkway
WitchingGadgets:WG_StoneDevice:0, Ethereal Wall
WitchingGadgets:WG_StoneDevice:1, Magical Lock
WitchingGadgets:WG_StoneDevice:2, Obsidian Plate
WitchingGadgets:WG_StoneDevice:3, Obsidian Rune
WitchingGadgets:WG_StoneDevice:6, Sarcophagus
WitchingGadgets:WG_StoneDevice:7, Ageing Stone
WitchingGadgets:WG_WoodenDevice:0, Spinning Wheel
WitchingGadgets:WG_WoodenDevice:2, Thaumic Stone Extruder
WitchingGadgets:WG_WoodenDevice:3, Cutting Table
WitchingGadgets:WG_WoodenDevice:4, Thaumic Sauna Stove
WitchingGadgets:WG_WoodenDevice:5, Aspect Library
WitchingGadgets:WG_MetalDevice:0, Essentia Pump
WitchingGadgets:WG_MetalDevice:1, Arcane Terrestrial Reformer
WitchingGadgets:WG_MetalDevice:2, Terrestrial Focus: Plains
WitchingGadgets:WG_MetalDevice:3, Terrestrial Focus: Cold Taiga
WitchingGadgets:WG_MetalDevice:4, Terrestrial Focus: Desert
WitchingGadgets:WG_MetalDevice:5, Terrestrial Focus: Jungle
WitchingGadgets:WG_MetalDevice:6, Terrestrial Focus: Hell
WitchingGadgets:WG_MetalDevice:7, Void metal Block
WitchingGadgets:WG_MetalDevice:8, Terrestrial Focus: Tainted Lands
WitchingGadgets:WG_MetalDevice:9, Terrestrial Focus: Mushroom Island
WitchingGadgets:WG_RoseVine, Rose Vines
WitchingGadgets:WG_CustomAir, Glimmer of Light
CaveBiomes:Mummy_spawner, tile.Mummy_spawner.name
CaveBiomes:Pharoh_spawner, tile.Pharoh_spawner.name
CaveBiomes:SkeletonKnight_spawner, tile.SkeletonKnight_spawner.name
CaveBiomes:SkeletonMage_spawner, tile.SkeletonMage_spawner.name
CaveBiomes:DerangedGolem_spawner, tile.DerangedGolem_spawner.name
CaveBiomes:Witch_spawner, tile.Witch_spawner.name
WTFTweaks:nitre_ore, Nitre Ore
WTFTweaks:sulfur_ore, Sulphur Ore
WTFTweaks:WTFtnt:0, Mining TNT
WTFTweaks:finite_torch_lit, Lit Torch
WTFTweaks:finite_torch_unlit, Unlit Torch
IguanaTweaksTConstruct:skullBlock, tile.iguana.tcon.skull.name
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
